longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,room_per_household,population_per_household,bedrooms_per_room,<1H_OCEAN,INLAND,ISLAND,NEAR_BAY,NEAR_OCEAN,median_house_value
-1.0909477675571966,1.7663484952335324,0.02985915402909513,-0.43212151979351865,-0.49715504945690375,-0.4917801081423345,-0.4302176845824515,-0.7259681925468321,-0.14870152412858445,-0.04486287081489215,-0.30975101057950927,0.0,1.0,0.0,0.0,0.0,81900.0
0.5627330077453518,-0.8605953755154117,-0.12903042100423362,-0.22399507850950895,-0.6564590243283235,-0.692619385460737,-0.6757670782539023,4.129188764268062,1.3787703651258651,-0.03977778570035011,-1.4254673924605026,0.0,0.0,0.0,0.0,1.0,500001.0
1.127282637984588,-0.7201170936571774,0.427083091612417,-0.5930298477465745,-0.4543569666556268,-0.3646111334210754,-0.4902989192041895,-1.1952038515430743,-0.44673257367845387,0.011802972871795315,0.68270213334452,0.0,1.0,0.0,0.0,0.0,73700.0
0.06313156505576055,1.35896147784466,-0.6851439336208842,-0.30559531319795324,-0.2427442239159797,-0.6513990971028116,-0.5895635677096696,-1.2091279154397248,0.6957946031362449,-0.05250319849947877,0.1102796266125516,0.0,1.0,0.0,0.0,0.0,97800.0
-1.1958640705220076,0.8064135692022797,0.66541745416241,-0.40094839642939384,-0.501910391990379,-0.6364896311010088,-0.4641766432816947,0.03149029478919853,0.015649121125677828,-0.08013162498388705,-0.44305797291149984,1.0,0.0,0.0,0.0,0.0,251300.0
1.1072985802770081,-1.1228215016507797,-1.956260533887514,-0.36335727707853743,-0.5922619001264081,-0.43038818931138184,-0.5791146573406717,0.016030877839305457,0.4752716303079276,0.022787883497584475,-0.8892450386582359,0.0,0.0,0.0,0.0,1.0,189800.0
0.6276811952949964,-0.7013866560760801,0.9037518167124032,0.08819458341650559,-0.22134518251534122,-0.45406792943189217,-0.22123947720249346,1.8020170812218215,0.5481558249752344,-0.07898967054551596,-0.877719397541754,1.0,0.0,0.0,0.0,0.0,498700.0
-1.2558162436447609,0.8345092255739238,-0.6851439336208842,-0.3363100082773115,-0.1904354560477523,-0.3119894887088302,-0.16377047017300497,0.43518226137459276,-0.4258907515419554,-0.056496123701794076,0.40950527850467955,0.0,0.0,0.0,1.0,0.0,288900.0
-1.1808760272413263,0.7876831316211824,0.02985915402909513,-0.5742342880711464,-0.2522549089829301,-0.39969222989590547,-0.26042289108623556,-0.6396707623128395,-0.7801344058091522,-0.05850091243891307,1.5155141359001778,1.0,0.0,0.0,0.0,0.0,252800.0
-1.3557365321826806,1.0218136013849028,1.8570892669123755,-1.0285367182747887,-0.884715465935134,-0.9460803074913846,-0.8978064235951078,-1.6190142374468226,-1.1593663423331704,-0.07541874255602019,3.250771331579842,0.0,0.0,0.0,1.0,0.0,137500.0
